cod_tra;nome_orgao_tra;ano_mes_tra;nome_acao_tra;valor_total_transferencia_tra;valor_transferencia_tra
2772563;Sem informação;202112;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;626507.51;626507.51
2772564;Sem informação;202112;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);2938909.8;2938909.8
2772565;Sem informação;202112;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;211.61;211.61
2772566;Sem informação;202112;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);51209.85;51209.85
2772567;Sem informação;202112;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;151491.3;151491.3
2774146;;202112;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);35163.4;35163.4
2774147;;202112;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;25070.89;25070.89
2774148;;202112;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;196094.21;196094.21
2774149;;202112;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;151760.15;151760.15
2775683;;202112;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;4400;4400
2780838;;202112;SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;10492.21;10492.21
2780839;;202112;ACOES DE PROTECAO SOCIAL BASICA;14115.29;14115.29
2780840;;202112;PRIMEIRA INFANCIA NO SUAS - CRIANCA FELIZ;5799;5799
2780841;;202112;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
2780842;;202112;IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE;1205.55;1205.55
2780843;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
2780844;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;7500;7500
2780845;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;10850;10850
2780846;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;18209;18209
2780847;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;19350;19350
2780848;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
2780849;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
2780850;;202112;PISO DE ATENCAO PRIMARIA A SAUDE;131260.7;131260.7
2780851;;202112;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
2780852;;202112;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
2780853;;202112;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;1000;1000
240638;Sem informação;202112;FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);2938909.8;2938909.8
240639;Sem informação;202112;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2352.71;2352.71
242490;Fundo Nacional de Desenvolvimento da Educação;202112;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);35163.4;35163.4
240640;Sem informação;202112;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL;211.61;211.61
240641;Sem informação;202112;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);51209.85;51209.85
242491;Fundo Nacional de Desenvolvimento da Educação;202112;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;25070.89;25070.89
240642;Sem informação;202112;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;151491.3;151491.3
242492;Fundo Nacional de Desenvolvimento da Educação;202112;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;196094.21;196094.21
242493;Fundo Nacional de Desenvolvimento da Educação;202112;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;151760.15;151760.15
244297;Fundo Nacional de Desenvolvimento da Educação;202112;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;4400;4400
250249;Fundo Nacional de Assistência Social;202112;SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;10492.21;10492.21
250250;Fundo Nacional de Assistência Social;202112;ACOES DE PROTECAO SOCIAL BASICA;14115.29;14115.29
250251;Fundo Nacional de Assistência Social;202112;DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ;5799;5799
250252;Ministério da Saúde - Unidades com vínculo direto;202112;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
250253;Ministério da Saúde - Unidades com vínculo direto;202112;IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE;1205.55;1205.55
250254;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
250255;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;7500;7500
250256;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;10850;10850
250257;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;18209;18209
250258;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;19350;19350
250259;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
250260;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
240636;Sem informação;202112;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;497287.66;497287.66
250263;Ministério da Saúde - Unidades com vínculo direto;202112;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
250264;Ministério da Saúde - Unidades com vínculo direto;202112;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;1000;1000
240637;Sem informação;202112;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCA;626507.51;626507.51
250261;Ministério da Saúde - Unidades com vínculo direto;202112;PISO DE ATENCAO PRIMARIA A SAUDE;131260.7;131260.7
250262;Ministério da Saúde - Unidades com vínculo direto;202112;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;1477.6;1477.6
2761185;Sem informação;202111;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;428092.5;428092.5
2761186;Sem informação;202111;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2352.71;2352.71
2761187;Sem informação;202111;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;603204.49;603204.49
2761188;Sem informação;202111;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1835240.58;1835240.58
2761189;Sem informação;202111;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;520.31;520.31
2761190;Sem informação;202111;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);45448.06;45448.06
2761191;Sem informação;202111;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;6427.6;6427.6
2762429;Fundo Nacional de Desenvolvimento da Educação;202111;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;14101.31;14101.31
2763714;Fundo Nacional de Desenvolvimento da Educação;202111;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;32000;32000
2768389;Ministério da Saúde - Unidades com vínculo direto;202111;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
2768390;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
2768391;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;7500;7500
2768392;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;18209;18209
2768393;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;19350;19350
2768394;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
2768395;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;131260.7;131260.7
2768396;Ministério da Saúde - Unidades com vínculo direto;202111;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
2768397;Ministério da Saúde - Unidades com vínculo direto;202111;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;8517.66;8517.66
2768398;Ministério da Saúde - Unidades com vínculo direto;202111;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;2000;2000
2768399;;202111;ACOES DE PROTECAO SOCIAL BASICA;7082.07;7082.07
2768400;;202111;ACOES DE PROTECAO SOCIAL BASICA;7407.42;7407.42
2768401;;202111;PRIMEIRA INFANCIA NO SUAS - CRIANCA FELIZ;6693;6693
255635;Sem informação;202111;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCA;603204.49;603204.49
255636;Sem informação;202111;FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1835240.58;1835240.58
255637;Sem informação;202111;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2352.71;2352.71
255638;Sem informação;202111;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL;520.31;520.31
255639;Sem informação;202111;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);45448.06;45448.06
255640;Sem informação;202111;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;6427.6;6427.6
257102;Fundo Nacional de Desenvolvimento da Educação;202111;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;14101.31;14101.31
258677;Fundo Nacional de Desenvolvimento da Educação;202111;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;32000;32000
264242;Fundo Nacional de Assistência Social;202111;ACOES DE PROTECAO SOCIAL BASICA;7082.07;7082.07
264243;Fundo Nacional de Assistência Social;202111;ACOES DE PROTECAO SOCIAL BASICA;7407.42;7407.42
264244;Fundo Nacional de Assistência Social;202111;DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ;6693;6693
264245;Ministério da Saúde - Unidades com vínculo direto;202111;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
264246;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
264247;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;7500;7500
264248;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;18209;18209
264249;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;19350;19350
264250;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
264251;Ministério da Saúde - Unidades com vínculo direto;202111;PISO DE ATENCAO PRIMARIA A SAUDE;131260.7;131260.7
264252;Ministério da Saúde - Unidades com vínculo direto;202111;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
264253;Ministério da Saúde - Unidades com vínculo direto;202111;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;8517.66;8517.66
264254;Ministério da Saúde - Unidades com vínculo direto;202111;INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;2000;2000
255634;Sem informação;202111;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;428092.5;428092.5
2743177;Sem informação;202110;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;428092.5;428092.5
2743178;Sem informação;202110;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2352.71;2352.71
2743179;Sem informação;202110;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;477125.32;477125.32
2743180;Sem informação;202110;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1413107.68;1413107.68
2743181;Sem informação;202110;TRANSFERENCIA DE REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE COMBUSTIVEIS;4209.57;4209.57
2743182;Sem informação;202110;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;5283.59;5283.59
2743183;Sem informação;202110;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);42427.75;42427.75
2743184;Sem informação;202110;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;1859807.37;1859807.37
2744826;;202110;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);35163.4;35163.4
2744827;;202110;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;470626.11;470626.11
2750464;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
2750465;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
2750466;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
2750467;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750468;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3892;3892
2750469;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
2750470;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
2750471;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750472;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750473;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750474;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750475;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
2750476;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
2750477;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750478;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750479;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750480;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
2750481;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;5610;5610
2750482;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;16500;16500
2750483;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2865;2865
2750484;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2655;2655
2750485;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;1410;1410
2750486;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;5940;5940
2750487;;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2940;2940
2757350;;202110;SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;10492.21;10492.21
2757351;;202110;ACOES DE PROTECAO SOCIAL BASICA;3868.19;3868.19
2757352;;202110;PRIMEIRA INFANCIA NO SUAS - CRIANCA FELIZ;5391;5391
2757353;;202110;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
2757354;;202110;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;1000000;1000000
2757355;;202110;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
2757356;;202110;PISO DE ATENCAO PRIMARIA A SAUDE;19350;19350
2757357;;202110;PISO DE ATENCAO PRIMARIA A SAUDE;25709;25709
2757358;;202110;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
2757359;;202110;PISO DE ATENCAO PRIMARIA A SAUDE;131260.7;131260.7
2757360;;202110;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
2757361;;202110;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;19758.84;19758.84
269387;Sem informação;202110;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;428092.5;428092.5
269388;Sem informação;202110;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCA;477125.32;477125.32
269389;Sem informação;202110;FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1413107.68;1413107.68
271315;Fundo Nacional de Desenvolvimento da Educação;202110;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);35163.4;35163.4
269390;Sem informação;202110;RECURSOS PARA A REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE-COMBUSTIVEIS;4209.57;4209.57
271316;Fundo Nacional de Desenvolvimento da Educação;202110;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;470626.11;470626.11
269391;Sem informação;202110;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2352.71;2352.71
269392;Sem informação;202110;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL;5283.59;5283.59
269393;Sem informação;202110;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);42427.75;42427.75
269394;Sem informação;202110;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;1859807.37;1859807.37
277658;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
277659;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
277660;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
277661;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
277662;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3892;3892
277663;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
277664;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
277665;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
277666;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
277667;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
277668;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
277669;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
277670;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;3328;3328
277671;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
277672;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
286560;Fundo Nacional de Assistência Social;202110;SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;10492.21;10492.21
277673;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
277674;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2451;2451
286561;Fundo Nacional de Assistência Social;202110;ACOES DE PROTECAO SOCIAL BASICA;3868.19;3868.19
277675;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;5610;5610
286562;Fundo Nacional de Assistência Social;202110;DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ;5391;5391
277676;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;16500;16500
277677;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2865;2865
286563;Ministério da Saúde - Unidades com vínculo direto;202110;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
277678;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2655;2655
286564;Ministério da Saúde - Unidades com vínculo direto;202110;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;1000000;1000000
286565;Ministério da Saúde - Unidades com vínculo direto;202110;PISO DE ATENCAO PRIMARIA A SAUDE;6900;6900
277679;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;1410;1410
286566;Ministério da Saúde - Unidades com vínculo direto;202110;PISO DE ATENCAO PRIMARIA A SAUDE;19350;19350
277680;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;5940;5940
286567;Ministério da Saúde - Unidades com vínculo direto;202110;PISO DE ATENCAO PRIMARIA A SAUDE;25709;25709
277681;Fundo Nacional de Desenvolvimento da Educação;202110;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;2940;2940
286568;Ministério da Saúde - Unidades com vínculo direto;202110;PISO DE ATENCAO PRIMARIA A SAUDE;63550;63550
286569;Ministério da Saúde - Unidades com vínculo direto;202110;PISO DE ATENCAO PRIMARIA A SAUDE;131260.7;131260.7
286570;Ministério da Saúde - Unidades com vínculo direto;202110;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;9235;9235
286571;Ministério da Saúde - Unidades com vínculo direto;202110;APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;19758.84;19758.84
2733107;Sem informação;202109;TRANSFERENCIA A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;2352.71;2352.71
2733108;Sem informação;202109;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;420854.75;420854.75
2733109;Sem informação;202109;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF, ART.159);1268118.93;1268118.93
2733110;Sem informação;202109;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;875.54;875.54
2733111;Sem informação;202109;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478, DE 1997);43212.12;43212.12
2733112;Sem informação;202109;TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N;925794.56;925794.56
2734519;;202109;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);35163.4;35163.4
2734520;;202109;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;509844.95;509844.95
2739147;;202109;SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;10492.21;10492.21
2739148;;202109;APOIO A ORGANIZACAO, A GESTAO E A VIGILANCIA SOCIAL NO TERRITORIO, NO AMBITO DO SISTEMA UNICO DE ASS;13194;13194
2739149;;202109;PRIMEIRA INFANCIA NO SUAS - CRIANCA FELIZ;5133;5133
2739150;;202109;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;28305;28305
